File,Key,CultureInvariantString,Translation
Everlasting_summer\Content\main\звуки\пролог\Me_40.json,2BD308C64F47E11BF161BFB87C2428D5,"Ведь если мне каждую ночь снится этот сон, который потом всё равно забудется, надо искать разгадку здесь и сейчас!(важное)",因为即使我每天都在做这个梦，最终却总是会忘掉，所以必须在此时此地找到答案！ (важное)
Everlasting_summer\Content\main\звуки\пролог\Me_41.json,C54C43BC438967D07A0CA78FE9D9E705,"А вот, если присмотреться, можно увидеть Магелланово Облако...",还有，如果你仔细观察，你会发现麦哲伦云...
Everlasting_summer\Content\main\звуки\пролог\Me_42.json,A0AE42D9427CABC80846A4831350CF07,Словно попал в южное полушарие!,好像我最后会到南半球去？！
Everlasting_summer\Content\main\звуки\пролог\Me_43.json,331FC2694CC6329EC7F8DC92A14835A7,"Во сне всегда больше волнуют мелочи: неестественный цвет травы, невозможная кривизна прямых или своё перекошенное отражение – а реальная опасность, готовая оборвать всё здесь и сейчас, кажется пустяком.",在梦中，有一些很小的东西会引起注意：有着奇异颜色的草丛，纷繁的线条，自己扭曲的镜像，反而是真正危险的东西----可以终结一切的危险，显得不再那么重要了。
Everlasting_summer\Content\main\звуки\пролог\Me_44.json,9EDCF5454208AA7A0FBD44A2130BF274,"Естественно, ведь здесь нельзя умереть.",这倒是正常，因为在这里你不会死掉。
Everlasting_summer\Content\main\звуки\пролог\Me_45.json,149E1D964EE98E7D9FE96BA87FDA447F,Я точно знаю – я делал это сотни раз.,这我可以确定，我已经经历了几百次了。
Everlasting_summer\Content\main\звуки\пролог\Me_46.json,F4F38B6842D10F5BF899219C325AF0AD,"Но если нельзя умереть, нет смысла жить?",既然不会死掉，活着是为了什么？
Everlasting_summer\Content\main\звуки\пролог\Me_47.json,7392C1E145131A020FE5609DE017CC45,Надо будет спросить у девочки: она местная – должна знать!,我应该问问那个女孩，她应该是本地人，可能会知道吧。
Everlasting_summer\Content\main\звуки\пролог\Me_48.json,14B107204853733940BABFA5780CEBD6,"Да, именно!(важное)",对啊！(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_49.json,6046F6F84B2447BA9DB55BB39865063B,"Спросить, например, про сову.",我应该问问她猫头鹰什么的。
Everlasting_summer\Content\main\звуки\пролог\Me_50.json,FB2731FE4CE6C06BA34517BED9E86EB6,Больно уж птица странная...,奇怪的鸟...
Everlasting_summer\Content\main\звуки\пролог\Me_51.json,1A512C72486473903617C89499F9272A,"А впрочем, неважно...(важное)",这都是什么跟什么...(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_52.json,3BBD89DD4D0495B0CFE073802FEF7494,И каждый раз надо отвечать.(важное),然后每次我都得回答。(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_53.json,C5ED3F7B44EC3A98051E25AD2486DCE9,"Иначе никак, иначе сон не закончится, а я – не проснусь.(важное)",只能如此，否则梦会永无止境，也就无法醒来。(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_54.json,2BAA794E4013F4D8B0219CA5A45A5870,"Каждый раз так сложно решить, что же ответить.(важное)",答案总是很难决定。(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_55.json,EC465FD54873B6AEB6BB78A728B32656,"Где я, что я здесь делаю, кто она такая?(важное)",我是谁，我在干什么，她是谁？(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_56.json,3DC83A6F4AB21FE617AC75B481537616,И почему от ответа на этот вопрос зависит так много в моей жизни?(важное),而且为什么我的生活要决定于这个答案。(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_57.json,E5C29B66440EF871EE2D84A46ABEEE55,Или не зависит?..(важное),也许不是...？(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_58.json,A4AFDDCD49FEF50851D68194A3600363,Ведь это просто сон...(важное),这不过是一个梦。(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_59.json,992DE64042FFE7238CB6D393B6FE0B9D,Просто сон...(важное),一个梦。(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_60.json,C3DEDBB6403FBC08835C37821FAF2241,Экран монитора смотрел на меня словно живой.(важное),电脑屏幕盯着我，好像活的一样。(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_61.json,48C7ACE1475220A2F5167083CB7D51CD,"Иногда мне правда казалось, что он обладает сознанием, своими мыслями и желаниями, стремлениями; умеет чувствовать, любить и страдать.(важное)",有时我真的觉得它有自己的意识，有自己的主意和愿望，有自己的感觉，能感受爱、和痛苦。(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_62.json,24810C2645674A6A97F02B9549E5778D,"Словно в наших отношениях инструмент не он – неодушевлённый кусок пластика и текстолита, – а я.(важное)",好像我们互相望着，它不是一件工具，它是我自己，是用塑料和塑胶什么的组成的没有生命的我。(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_63.json,96635B2140B2F393D9AE129D71CBC8CE,"Наверное, в этом есть доля правды, ведь компьютер на 90%% обеспечивает моё общение с внешним миром.(важное)",从某种程度上来说是这样的，因为我90%%和外界的沟通都是通过它进行的。(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_64.json,38585C0F4ADA369A48F507899D3B2BFB,"Анонимные имиджборды, иногда какие-то чаты, редко – аська или джаббер, ещё реже – форумы.(важное)",匿名版，时不时地聊一聊，偶尔时ICQ或者Jabber，更偶尔也可能上论坛。(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_65.json,2919B506432FBF24B52AD39759429784,"А людей, сидящих по ту сторону сетевого кабеля, попросту не существует!(важное)",网络电缆那头的人根本不存在！(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_66.json,9AFA738C436DE80A0D0B34865CE2A343,"Все они – всего лишь плод его больной фантазии, ошибка в программном коде или баг ядра, зажившего собственной жизнью.",他们都是电脑的想象力的产物，源代码里的一个错误或是核心的漏洞，获得了自己的生命。
Everlasting_summer\Content\main\звуки\пролог\Me_67.json,6680CC004B1FE9B81CF306B4AF0E1D03,"Если посмотреть со стороны на моё существование, то такие мысли покажутся не столь уж бредовыми, а какой-нибудь психолог наверняка поставит мне кучу заумных диагнозов и, возможно, выпишет направление в жёлтый дом.",如果有人观察我的外在，这种想法会显得很疯狂吧，要是有个精神科的医生，他肯定会给我开一份复杂的诊断，没准还会被送进精神病院。
Everlasting_summer\Content\main\звуки\пролог\Me_68.json,FA15E1D24E7FA1C67AA4018460331E20,"Маленькая квартирка без следов какого бы то ни было ремонта или даже подобия порядка, ",没有一点维护和表面上的秩序的小公寓，
Everlasting_summer\Content\main\звуки\пролог\Me_69.json,B81B60C34C185F5E918441AC02DA7D2D,"и вечно одинаковый вид из окна на серый, день и ночь куда-то бегущий мегаполис, – вот условия моей жизни.",窗外永远是大都市灰色的风景线，这就是我的生活。
Everlasting_summer\Content\main\звуки\пролог\Me_70.json,94552A9F4A8E39E3E48240BA0B39E4F5,"Конечно, всё начиналось не так...",当然，所有这些事情，在开始时其实并不是这个样子。
Everlasting_summer\Content\main\звуки\пролог\Me_71.json,339DF457480F42CD1C7AA59446300381,"Я родился, пошёл в школу, закончил её – всё как у людей.",我从出生，上学一直都和别人差不多。
Everlasting_summer\Content\main\звуки\пролог\Me_72.json,EF88A0764B5065B2FD5DF2B5263B5671,"Поступил в институт, где кое-как промучился полтора курса",我上了一年半载的大学，一直费劲地跟上大家。
Everlasting_summer\Content\main\звуки\пролог\Me_73.json,BF29D4214EEE3BF68E54EDA184787B7B,Работал на паре-тройке разных работ.,我干过几个不同的工作，
Everlasting_summer\Content\main\звуки\пролог\Me_74.json,9FF86AAD4B16B71CF145DFA71221FAE6,"Иногда даже и неплохо, иногда даже получая за это достойные деньги.",有时效果还不错，有时甚至待遇还很优厚。
Everlasting_summer\Content\main\звуки\пролог\Me_75.json,5A7AB318429307A9FE4DC8B1F760501A,"Однако всё это казалось чужим, словно списанным с биографии другого человека.",但是我总是感觉这不是我自己，而是别的某本传记里的一个人物。
Everlasting_summer\Content\main\звуки\пролог\Me_76.json,427B579740AD57D2B9F5FA9A37E3973F,Я не ощущал полноту жизни – она словно зациклилась и продолжала идти по кругу.,我一直没有真正的生活过，它总是在单调的循环。
Everlasting_summer\Content\main\звуки\пролог\Me_77.json,E4E46102425F91477685E5B91699299F,Как в фильме «День сурка».,像是电影土拔鼠之日。
Everlasting_summer\Content\main\звуки\пролог\Me_78.json,E181C6EA4560E1AE8B0C3BA454F2E389,"Только у меня не было выбора, как именно провести этот день, и каждый раз всё повторялось по одной и той же схеме.",我无法选择如何度日，
Everlasting_summer\Content\main\звуки\пролог\Me_79.json,58B0E5484557D98CE5C9B6A4BD044C3C,"Схеме пустоты, уныния и отчаяния.",日子像是邪恶的螺旋，空虚、压抑、扑朔迷离。
Everlasting_summer\Content\main\звуки\пролог\Me_80.json,28B5A4E34D6DFFEE7A73B6B0D829CD1F,Последние несколько лет я просто целыми днями сидел за компьютером.,过去的几年里，我就每天都坐在屏幕前生活。
Everlasting_summer\Content\main\звуки\пролог\Me_81.json,7E5C048348C7D6FF9C4576B7951BBD05,"Иногда подворачивались какие-то халтурки, иногда помогали родители.",有时会有一些小零活，有时就要靠父母救济。
Everlasting_summer\Content\main\звуки\пролог\Me_82.json,804B302F45221AA12CF09088A3D81E8A,"В общем, на жизнь хватало.",总归是能挺过来。
Everlasting_summer\Content\main\звуки\пролог\Me_83.json,E4FA3EDA4FE72EFA54748C9296D42C82,"Это и немудрено, ведь потребности у меня небольшие.",这也不奇怪，大概是因为我的需求都很基本吧。
Everlasting_summer\Content\main\звуки\пролог\Me_84.json,F3243FBB498BB170EDB8FEBA66B39613,"На улицу я практически не выхожу, а всё моё общение с людьми сводится к интернет-переписке с анонимами, у которых нет ни реального имени, ни пола, ни возраста.",我很少出门，我和别人的交流也主要是通过网络通信----匿名论坛，人们没有真实的姓名，出身，和性别。
Everlasting_summer\Content\main\звуки\пролог\Me_85.json,F066A2AB41C0C3CA5EDA2398E704F8BC,"Короче говоря, достаточно типичная жизнь достаточно типичного асоциального человека своего времени.",总之是很常见的反社会的生活，
Everlasting_summer\Content\main\звуки\пролог\Me_86.json,7D8BBA0C48D73871C76F499B02A78B5E,такий Обломов XXI века.,也是一种现代社会独有的生活吧。
Everlasting_summer\Content\main\звуки\пролог\Me_87.json,1131640240D1A27FC676C4A4E5DBC1D1,"Может быть, маститый писатель напишет обо мне роман, который станет классикой современной литературы.",也许将来会有个知名作家把我的故事写进书里，然后成为当代文学的经典也说不定。
Everlasting_summer\Content\main\звуки\пролог\Me_88.json,4AF8AA2845AE5D6A263180951513BD75,Или напишу я сам…,也许我得自己动手......
Everlasting_summer\Content\main\звуки\пролог\Me_89.json,5C152185435AC50D36BB92B356D91787,"Впрочем нет, что себя обманывать – уже не раз пытался, но меня не хватало даже на короткий рассказ.",不过那应该更是自欺欺人了吧，我几年也憋不出一个小故事来。
Everlasting_summer\Content\main\звуки\пролог\Me_90.json,B4D3BC174A77F3175FC4A3B6A3C8B04B,Изучал я и множество других вещей.,我还打算学习很多东西。
Everlasting_summer\Content\main\звуки\пролог\Me_91.json,972492B64C5E91E40A59BD830B1FFD7D,Рисовать – не дано от природы.,画画，没有天赋。
Everlasting_summer\Content\main\звуки\пролог\Me_92.json,B97A9A3045748C841D59048701E34080,Программирование – надоело.,编程，很快会腻。
Everlasting_summer\Content\main\звуки\пролог\Me_93.json,E0384225474BA20D1C27C6AC53738445,Иностранные языки – долго и скучно…,外语，太花时间......
Everlasting_summer\Content\main\звуки\пролог\Me_94.json,000AAF2A4E408E643C10EA864ED550F7,"Любил я разве что читать, но даже при этом никогда бы не назвал себя эрудированным человеком.",我唯一喜欢做的也就是读书了，不过也称不上是什么学究。
Everlasting_summer\Content\main\звуки\пролог\Me_95.json,60D6EE074ADE09AC94E96EBE35E3C012,"Возможно, я был асом в просмотре аниме и гроссмейстером неумелых шуточек в интернете.",也许在看动画和编点儿网上的小段子上我倒是比较内行。
Everlasting_summer\Content\main\звуки\пролог\Me_96.json,8227635248B3FEC0097779945A4A4393,"Плати мне за это деньги, я бы обрадовался (да и заработал неплохо), но вряд ли так просто можно заполнить пустоту в душе.",如果干那个能拿工资的话，我可能会生活得幸福一些(也不会这么拮据)，不过恐怕还是难以填补我内心的空虚。
Everlasting_summer\Content\main\звуки\пролог\Me_97.json,3382D2434E31181CCE4C9E80D1C9405E,Сегодня очередной типичный день моей типичной жизни типичного неудачника(важное),今天又是典型的失败者的典型的一天。(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_98.json,247EC56D42AF5FADFB10DA9C30C22497,И именно сегодня мне нужно ехать на встречу институтских товарищей(важное),而今天还是我大学同学聚会的日子。(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_99.json,343F833E430C4A1E51B3FE956BBEEB6A,"По правде говоря, совершенно не хотелось.(важное)",说实话，我真的不想去。(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_100.json,0CE416AF44DB7F745A7953BCC6A772FC,"Да и какой смысл, если вместе с ними я отучился всего ничего?",有什么意义呢，我跟他们相处的时间那么短。
Everlasting_summer\Content\main\звуки\пролог\Me_101.json,CABAE5094E4A11902CE086A15A67BB5E,"Однако меня всё же уговорил друг, бывший одногруппник, один из немногих, с кем я поддерживал контакт не только в интернете.",然而，我还是被一个朋友说服了：少有的几个我一直没有通过网络还保持着联系的老同学。
Everlasting_summer\Content\main\звуки\пролог\Me_102.json,6899A7E54D6AABF49BEEDEB6E1280E2F,Вечер. Мороз.(важное),一个寒冷的夜晚。(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_103.json,1267EEAD41F9967E7F570E826CFF4191,Остановка и ожидание автобуса.,车站。静静地等。
Everlasting_summer\Content\main\звуки\пролог\Me_104.json,3A6954F542F03239F8F2A9BF781333C5,Я никогда не любил зиму.(важное),我从来都不太喜欢冬天。(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_105.json,CF4377044115F6D56242B0AEB11375F2,"Впрочем, и жаркое лето – тоже не моя стихия.",虽然酷夏同样不吸引人。
Everlasting_summer\Content\main\звуки\пролог\Me_106.json,4FC1AA734F6EC8481EDECFA579956353,"Просто не вижу смысла выделять какое-то одно время года – не столь важно, какая погода на улице, если ты целыми днями сидишь дома.",我只是想不到任何一个理由挑出来一个对我来说特别的季节，对于我这种全天候在家的生活方式来说。
Everlasting_summer\Content\main\звуки\пролог\Me_107.json,FDB37F2B44CAC92BF8440595C54A8579,"Автобус сегодня задерживался так сильно, что я уже был готов плюнуть на всё и потратить последнюю пару сотен на такси (совсем не ехать мне почему-то в голову не пришло).",公交车今天迟迟不到，让我感觉见了鬼了，想要把最后几百个卢布花掉搭一辆出租车(不知为何我没有打回家的念头)。
Everlasting_summer\Content\main\звуки\пролог\Me_108.json,622B9EA243D170CF2EED8EA3EC25DC34,"В мозгу, как всегда, роились миллионы мыслей, из которых совершенно невозможно выудить хотя бы одну стоящую.",我的大脑里又有无数个想法飞过，不过几乎都没什么实际意义。
Everlasting_summer\Content\main\звуки\пролог\Me_109.json,0F1CA3D343C92EEFDBB55BAB98CDA983,"Такую, которую можно закончить, привести в порядок, облечь в форму идеи и претворить в жизнь.",没有一个想法是那种可以真正下手去做的。
Everlasting_summer\Content\main\звуки\пролог\Me_110.json,529E827B41103E9B949506B10A866146,"Может быть, заняться бизнесом?",也许我可以去创业？
Everlasting_summer\Content\main\звуки\пролог\Me_111.json,96E609794745DEB997E3B197C34A3E54,Но откуда я возьму деньги?,我要去哪里搞到启动资金呢？
Everlasting_summer\Content\main\звуки\пролог\Me_112.json,72C892AB4653C26C54B40085D03BB76C,Или пойти опять работать в офис?,也许我可以再去做一个办公室白领？
Everlasting_summer\Content\main\звуки\пролог\Me_113.json,7784D62F4294DB4B091C37837464B223,Нет уж!,不，这可不行！
Everlasting_summer\Content\main\звуки\пролог\Me_114.json,B70424394AD5876E89F0FC922F465097,"Может, стоит попробовать фриланс?",也许我适合做一名自由职业者？
Everlasting_summer\Content\main\звуки\пролог\Me_115.json,9396E1AF4A866AEE30F8A0B1A58080E3,"Да что я умею, и кому я нужен…",我有什么一技之长能让人看得上我呢？
Everlasting_summer\Content\main\звуки\пролог\Me_116.json,4F2A7F8C454D2BB36064EB91CE55EC5F,Вдруг мне вспомнилось детство…,我突然回忆起了我的童年，
Everlasting_summer\Content\main\звуки\пролог\Me_117.json,7AD3BC10435C5C015E183694323C1F66,Или скорее юношество – 15-17 лет.,或者说是我的青春...我十五六七岁的时候。
Everlasting_summer\Content\main\звуки\пролог\Me_118.json,2DE1333546E4D4E939C42C8E9993573F,Почему именно это время?,为什么是那些年呢？
Everlasting_summer\Content\main\звуки\пролог\Me_119.json,C98B370F43B9C2AD36B70F906E2FB812,Не знаю.,不知道。
Everlasting_summer\Content\main\звуки\пролог\Me_120.json,965352D341A198395A290C85A58BCA32,"Наверное, потому что тогда всё было проще.",我想应该是那个时候，我周围的一切还都显得那么简单。
Everlasting_summer\Content\main\звуки\пролог\Me_121.json,F2773B574EACDE3EC2F5C6A17BE9CB74,Было проще принимать такие сложные сейчас и такие простые тогда решения.,那个时候我能很轻易地作出决定，和现在完全不同。
Everlasting_summer\Content\main\звуки\пролог\Me_122.json,9217AC2C42C7E1E32CFED8B9C8C4C0E6,"Проснувшись с утра, я чётко знал, как пройдёт мой день, а выходных ждал с нетерпением – смогу отдохнуть, заняться любимыми делами: компьютер, футбол, встречи с друзьями.",早上起床的时候，我就知道我的这一天该怎么过，然后一直盼望着周末，我可以无忧无虑地玩：玩电脑、踢足球、和朋友们出去瞎逛。
Everlasting_summer\Content\main\звуки\пролог\Me_123.json,9E754A7F483EBB9CC944DF8A8FEB14D5,"А потом, когда наступит новая неделя, вновь примусь за учёбу.",那个时候，到了第二个星期，我都会打起精神继续学习。
Everlasting_summer\Content\main\звуки\пролог\Me_124.json,13A4D7F6405B1C3AF12A658A7B6B3FF6,"Ведь раньше не возникало этих мучительных вопросов «зачем», «кому это надо», «что изменится, если я это сделаю» или «что не изменится».",那个时候，没有现在这些烦人的问题，像是“为什么？”“谁在乎？”“有什么用？”之类的。
Everlasting_summer\Content\main\звуки\пролог\Me_125.json,3336593B49403DC40E38139A3DEFAFCF,"Простой поток жизни, такой привычный для любого нормального человека и такой чуждый для меня теперешнего.",对于今天我这样的人来说，是那么的简单质朴。
Everlasting_summer\Content\main\звуки\пролог\Me_136.json,F0B0A17243104F9A80F5FE8F31A2D964,Звук работающего двигателя вернул меня к реальности.(важное),发动机的巨大响声把我拉回了现实。(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_137.json,DD08802F42720A3044A7AD96ADA21851,Подъехал автобус.(важное),一辆公交车到站了。(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_138.json,BB3851514B117BEA3DAE75A682ED8A26,«Какой-то он не такой» – мелькнула мысль.(важное),这有些不正常，我感觉。(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_139.json,668C759F48B4BAE3EA0DED9932A67B08,"Впрочем, какая разница – по этому маршруту ходит только 410-ый.(важное)",算了，无所谓：反正只有410公交走这条路线。(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_140.json,B2FA4D3946E7D2302123179DA6407A5B,"Огни пролетают мимо, их холодный свет словно зажигает внутри давно погасшие чувства.(важное)",街道上的灯光纷纷掠过，好像它们是在我身体里面闪动一样，尝试着要点燃我没有生命力的灵魂。(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_141.json,C780CEEF4BE8E2DEC877728E2DE23DA2,"Или не зажигает, а просто пробуждает…(важное)",也许只是需要唤醒它们而已。(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_142.json,AD5FB445408CE46F9A50FF9B2C1D8D35,"Ведь «они» уже давно живут во мне, то затихая, то просыпаясь вновь.(важное)",因为那些感觉已经在我的身体中待了很长时间了，不断地醒了再睡，睡了又醒。(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_143.json,F0A166B14A99D87F856378AF838435BD,Какая-то очень известная мелодия играла в радиоприёмнике у водителя.(важное),司机播放着十分熟悉的音乐，(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_144.json,99E2BE7A4EE3ABCE8E7AE0AC218FE420,Но я её не слушал.(важное),不过我却没有听。(важное)
Everlasting_summer\Content\main\звуки\пролог\Me_145.json,9197AFC0436BB8D0549496B17FF08167,Я смотрел в запотевшее окно автобуса на проезжающие мимо машины.(важное),我透过车窗的雾气，望着过往的车辆。(важное)
