File,Key,CultureInvariantString,Translation
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\089_Семен.json,6113B9034655255863B868967AAFFBD5,"Ладно, возможно, в такой глуши связи нет.(важное)","内心 - ""好吧，可能这个鸟不拉屎的地方没有信号。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\098_Семен.json,262C33124225AF46EF268789BFF8802A,Но где же тогда водитель?,"内心 - ""可是这鬼司机去哪儿了？"""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\125_Семен.json,D86CCAFE4FE989F519C87B9752B7D1A1,"Пока не появятся какие-нибудь факты, строить догадки не стоит.","内心 - ""在任何事实发生之前，胡乱猜想都是没有意义的。"""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\126_Семен.json,061EDF074C96016B2C451EB550FAB570,В любом случае околачиваясь здесь ничего не узнать.,"内心 - ""在这里闲逛也未必能有所帮助。"""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\127_Семен.json,F08A33C648A879EBC3F019A1EDA24B9D,"Судя по всему, этот лагерь (если это, конечно, лагерь) – единственое место, где могли быть люди, поэтому я решил пойти туда и уже почти дошёл до ворот, как...(важное)","""这个夏令营看起来是附近唯一可能有人的地方，所以我打算进门一探究竟，可不等我动身......""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\128_Семен.json,70BF36CE4DC7BE5E54191D872D34E2D0,Оттуда выглянула девочка...(важное),"""一个女孩儿在门口出现了...""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\129_Семен.json,58757B6B46511552C24A7AB362F339FF,... в пионерской форме.,"""...穿着少先队员的制服。"""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\130_Семен.json,8A0614BE4916629ECBB8FE9C066774A5,Логика меня не подвела.,"内心 - ""这次我的大脑正常工作了。"""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\131_Семен.json,87921EB148C3469896815F83B978DB9E,"Впрочем, пионерская форма в XXI веке…","内心 - ""可是一个21世纪的少先队员..."""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\132_Семен.json,65E8750C40A0FFF78E82CA866AF43D03,"Впрочем, девочки здесь...","内心 - ""而且，一个女孩儿，在这儿？..."""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\133_Семен.json,792CF13146EBC86AA60A57A23E4D2B70,Я застыл на месте не в силах сделать ни шагу.(важное),"""我又僵住了。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\134_Семен.json,0B84CE0C455CCCC3B9176CB964133F56,Очень хотелось убежать,"""我的心中回响着唯一一个念头：跑啊！！"
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\135_Семен.json,0E8FFB1E463DEA89D22062A097D9534C,". Подальше отсюда, подальше от этого автобуса, ворот, статуй, подальше от этой чёртовой птицы с её сиестой.","离开这鬼地方，这汽车，大门，雕塑，还有那见鬼的'小憩'的鸟。"""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\137_Семен.json,4011CE9243AB812987EE5BA042E96AD9,"Бежать, став лучом пульсара, превратившись в реликтовое излучение, бежать навстречу неизвестности.","""变成一道脉冲，用残留射线征服星辰大海！"""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\138_Семен.json,4B995B3E40191F25FB9F6794C39AFC1D,"Бежать куда угодно, но подальше отсюда!","""不管往哪里跑，只要能离开这个鬼地方！"""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\139_Семен.json,B5D1054740FBA6B8C6ADE9889D7E09D9,Тем временем девочка подошла ближе и улыбнулась.,"""与此同时，女孩儿慢慢接近，对我微笑着。"""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\140_Семен.json,1955E34749127E43F2B61BBFF4182BB8,"Её красоту я не смог не отметить, даже трясясь от страха.(важное)","""我不禁注意到她漂亮的脸蛋，虽然我还在不停地发抖。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\143_Семен.json,4784DE5940607FD33EBE329DDB647CB6,"Приятное славянское лицо, длинные косы, похожие на две толстые охапки свежескошенного сена, и голубые глаза, в которых, казалось, можно утонуть.","""漂亮的斯拉夫小姑娘，两条长长的辫子像是一捆捆的草，蓝蓝的眼睛像是能把人吸进去一样。"""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\144_Славя.json,C9328BEE4DE01DFD141885A43FD86656,"(Славя) - ""Привет, ты, наверное, только что приехал?""","（斯拉维娅）- ""你好，刚到吗？"""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\147_Славя.json,BE8266C44C96E322A232A2A5927FF0F2,"(Славя) - ""Что же, добро пожаловать!""","（斯拉维娅）- ""好的，欢迎~~"""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\148_Семен.json,DA3102BA485006F65385C2AB3B6B6B5B,Она широко улыбнулась.,"""她朝我活泼的笑起来。"""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\149_Семен.json,9D5269354BCF78C255017A856D4F0D2F,"Странно, но передо мной как будто совершенно обычная девочка.","""奇怪，怎么看都只是一个普通的女孩。"""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\150_Семен.json,093D3D8D4FE9A0FACDD66F89EEA84D73,"Эх, не стоило вообще сюда возвращаться – лучше уж в леса, в поля...","内心 - ""呃...我不应该回到汽车这里的，还是田野和森林更好一些..."""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\151_Семен.json,CC6D83984A674AE7A9121E81106B69A2,"Но что делать дальше – пытаться общаться с ней как с человеком, бежать или ещё что-то?","内心 - ""但是我接下来应该做什么呢—假装她是人类和她搭讪，或者是伺机逃跑，或者呢？"""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\152_Семен.json,6C0CF2424FE1BBF11DD2BB9471501A99,"В голове невыносимо стучала кровь, разрывая её изнутри; ещё немного и бедную пионерку забрызгает неприглядным содержимым моей черепной коробки...","""我听着自己的心跳剧烈的跳着，好像头上的血管要炸裂开了一样，只要我再一激动，就会溅到女孩一身的脑浆......"""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\153_Славя.json,F437A4084AE7BB7035E3C986291AC146,"(Славя) - ""Что смешного?""","（斯拉维娅）- ""什么那么好笑啊？"""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\154_Семен.json,2B9EBA6543A712BD153D858BB544DF07,Девочка окинула меня взглядом.,"""女孩打量着我。"""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\155_Семен.json,0227C8364DC0F29A7208309FEDCFFAA1,"По спине побежали мурашки, задрожали колени.","""我感到一股电流穿过自己的脊柱，让膝盖不停地颤抖。"""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\156_Семен.json,6CF8549A4C1162824B36039C0DC53BE3,"Семён - ""Н... ничего...""","谢苗 - ""没... 没什么..."""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\157_Славя.json,3CAFDEAF40D4C05BBBEA6EA45EB0A908,"(Славя) - ""Ну и славно.""","（斯拉维娅）- ""那太好了~"""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\158_Семен.json,AACF16614E15B41BEE1F519797C7F235,Славно? Что тут может быть славного?,"""好？有什么好的？"""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\160_Семен.json,74AB919C400B26F0CD2E8F82CC325400,"А ты, наверное, знаешь…","""话说，也许你知道...?"""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\161_Славя.json,9B7E10AB44B0BBF51458DFA505F85462,"(Славя) - ""Тебе к вожатой надо, она всё расскажет!""","（斯拉维娅）- ""你应该去找我们的辅导员，她会告诉你所有情况的。"""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\162_Славя.json,6FA8B37040A21BDB2E2F6FB35194F883,"(Славя) - ""Смотри..""","（斯拉维娅）- ""看..."
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\163_Славя.json,7825EA4148BC6F0C3D37D88D4667F7A2,"(Славя) - ""Сейчас идёшь прямо-прямо, доходишь до площади, затем налево, дальше будут домики.""","（斯拉维娅）- ""一直往前走到广场，然后左转，你会看到几座小屋。"""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\164_Семен.json,A638D39E46ADC35BF09F8CBB7F6FD432,(важное),(важное)
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\165_Славя.json,75FBBE144CEAADD75405979A9FC34F96,"(Славя) - ""Ну спросишь у кого-нибудь, где домик Ольги Дмитриевны!""","（斯拉维娅）- ""那个，你找人问问奥尔加·德米特里耶夫娜在哪里就行。"""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\166_Семен.json,A53FE58F4B8CF7C12A9DA9A2B242DE8A,"Семён - ""Я… эээ…""","谢苗 - ""我… 呃…"""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\167_Славя.json,386DB71C4BB3EFC3610558A143F3D976,"(Славя) - ""Всё понял?""","（斯拉维娅）- ""明白？"""
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\168_Семен.json,293D52484817140ABB7033A2624F6451,"Естественно, ничего я не понял.(важное)","""当然没有...""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_1_день\3встреча_у_ворот_1день\169_Славя.json,B3F79C154A3C1EEBB4525485F8F34092,"(Славя) - ""А мне пора.""","（斯拉维娅）- ""我现在得走了。"""
