File,Key,CultureInvariantString,Translation
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_021_семен.json,B6768DF34440F885C6F502A96AED0277," ""Я почистил зубы и уже собирался уходить, как вдруг со стороны кустов донёсся тихий шорох.""(важное)","""我刷完牙准备离开，突然有一个细小的声音传来。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_022_семен.json,55A2F1754578315DAFBDC1A8BD49A763," Мысли - ""Наверное, белка или ещё какой зверёк.""(важное)","内心 - ""可能是松鼠或者是其他的什么动物。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_023_семен.json,FBD64C08473EDC5863056DB48DCD8A8A," ""Шорох раздался вновь, но уже чуть дальше.""(важное)","""我听到了另一种声音，这一次更远一点。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_024_семен.json,37E52A7B49E967E963719685B320DE1D," ""Я прошёл с десяток метров по лесной тропинке в поисках источника звука.""(важное)","""我沿着小路走了十来米，寻找声音的源头。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_025_семен.json,B9EFF5984CDCA13B43D2AC9071613210," ""Но никого и ничего найти не удалось – лишь утренний лес вокруг, такой, каким он и должен быть.""(важное)","""没有人，只有清晨的森林。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_026_семен.json,6E1ADEAC4DB677FBE0CDE3916DB2B423," ""Я вернулся назад и около умывальников увидел Мику, которая что-то высматривала в траве.""(важное)","""我回到了水池，看到未来正在草坪上找什么东西。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_027_семен.json,69C3A8214CF1C5A69DEFA99C6A557D79," ""Заметив меня, она оживилась, улыбнулась и подскочила ко мне.""","""发现我之后她笑了，跳着向我走来。"""
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_028_мику.json,1215817F435154FFA5C7CBA787B5EEA9," Мику - ""Ой, привет, доброе утро! А я тут, знаешь, зубной порошок рассыпала, вот теперь собрать пытаюсь.""","未来 - ""哇，你好！早上好！我不小心把牙膏挤得到处都是，现在正在收集中~"""
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_029_семен.json,D87A0BFC467564D1663F33B19CB22B8F," ""Покрытая росой трава этому явно не способствовала.""","""挂满露珠的草丛似乎不会对事态有什么帮助。"""
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_030_семен.json,352C3F0C452F5C49F5C77496169A93D4," Семён - ""А ты уверена, что это хорошая идея?""","谢苗 - ""你确定这是个好主意？"""
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_031_мику.json,DA72C3A54DCDE918DF250EB35DA9A097," Мику - ""Ну, как же! Как же! У меня ведь больше нет! Это был последний!""","未来 - ""嗯...为什么？我还能做什么？我只剩下这些了..."""
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_032_семен.json,85D4418841EC61CFC43367BC6A561476," ""Мику надула губки, как ребёнок, у которого отняли любимую игрушку.""","""她像一个被抢走了玩具的孩子一样撅起嘴。"""
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_033_семен.json,B03B750847157327B5D89A957B914D99," Семён - ""Возьми мой.""","谢苗 - ""把我的给你吧..."""
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_034_семен.json,8899D96B4DFC07766F91FF8D75BDE3A6," ""Сказал я и полез в пакет, который лежал рядом с умывальником.""","""我从我的包包里寻找着。"""
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_035_семен.json,E3967B4B444964107CB8C7A63BC2CB33," ""Но порошка там не оказалось.""","""我的牙粉没了。"""
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_036_семен.json,57C80E49433608266B1571BAA2843E38," Мысли - ""Странно, ведь я только что его туда положил!","内心 - ""唔...奇怪，我不是刚刚放在这里的吗？"""
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_037_семен.json,04B8B4C04754852682DD768D2CEF6E74,"Отошёл буквально на минутку, а он исчез…""","""我才走开了一分钟就没了？"""
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_038_семен.json,75B33EAA43FB054AA5A3F4AA13D2F2CD," Семён - ""Слушай, похоже, я его забыл…""","谢苗 - ""听着，我好像是忘带了..."""
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_039_семен.json,3EB8D2054A0762928EF557BFECB083F1," ""Не хотелось ей говорить о том, что он просто пропал.""","""我不想说它凭空消失了。"""
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_040_семен.json,C79F0C1043E587A2AB4E5DB684972E19," ""Зная впечатлительность этой девочки, можно предположить, что исчезающие средства гигиены могут вызвать у неё такую бурю эмоций, что мой мозг уйдёт на перезагрузку во избежание перегрева.""","""考虑到这个女孩如此的敏感，可以想象一件普通的日用品的消失也可以让她避免大脑过热而紧急重启。"""
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_041_семен.json,1A3D3C5249A3E756641E9C871CFBD27C," Семён - ""Ладно, я пойду тогда…""","谢苗 - ""好吧，我得走了..."""
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_042_мику.json,F1E8353A44D7477A9A786E8026A6A9D8," Мику - ""Да, конечно! Ты заходи к нам… Ну, то есть ко мне, я же пока одна в музыкальном клубе. Но мы… То есть я… Будем тебе всегда…""","未来 - ""哇，当然，来拜访我们的社团...我是说拜访我，那里只有我自己，但是我们，我是说我..."""
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_043_семен.json,6980306D40C3F6F889FE679E80D53CF0," ""Голос Мику растворился в свежести летнего утра далеко позади меня.""","""未来的声音消失在我身后夏日的清晨中了。"""
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_044_семен.json,978E92C0479E2A0824E262ABB335AAE4," ""Вернувшись в домик вожатой, я достал мобильник и посмотрел на индикатор батареи.""(важное)","""回到辅导员卧室，我检查了手机的电量。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_045_семен.json,8754B0244224323F36E2E39307CDAE0A," ""Судя по всему, жить ему оставалось не более суток.""(важное)","""可能不够一整天了。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_046_семен.json,D00B60F24FB0DAA7F77FAC9BF335D436," Мысли - ""Конечно, здесь он мне особо не поможет, но всё же…""(важное)","内心 - ""当然这派不上太大用场，不过还是...""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_047_семен.json,47CB6F4A4666CC3554FF58A2C8C65F33," ""А найти в восьмидесятых годах зарядку от сотового телефона – почти то же самое, что изобрести его.""(важное)","""在八十年代想要找到一个充电器意味着要发明出来。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_049_семен.json,F9AC8FD24CFF0AAB19720EBD09F82837," ""Несмотря ни на что утро было прекрасным.""(важное)","""不过这个早晨还是充满阳光而美丽的。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_050_семен.json,29801C764F79539B70163288BD1406D1," ""Яркое солнце освещало затерянный где-то во времени и пространстве пионерлагерь «Совёнок», согревало его обитателей и придавало им силы провести этот день с пользой.""","""阳光让整个夏令营的少先队员们充满力量的开始新的一天。"""
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_1__Утро_Славя_и_Лена\д41_051_семен.json,1D37E07C428FDD89EB4728BC9C0CD3B6," ""Или в моём случае – угробить его на тщетные попытки найти разгадку всего происходящего.""","""或者，对我来说，浪费一天的精力来弄明白这里到底发生了什么。"""
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_2__Утро_Одиночка\д42_001_семен.json,949507B24EE155D89C3EB4B76AD5AFFB,"""Меня разбудил адский треск в голове.(важное)","""我被大脑中地狱般的巨响惊醒了。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_2__Утро_Одиночка\д42_002_семен.json,3CBB36064790A56A78B315BEC58BCDDE,"Казалось, что она разрывается изнутри.""(важное)","""感觉就像从内部爆裂一样。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_2__Утро_Одиночка\д42_003_семен.json,B8925E0F4016F2D982412BA3E08A1AA0," ""Я кое-как продрал глаза, увидел на тумбочке перед собой будильник, выключил его и моментально отрубился.""(важное)","""我勉强睁开眼，看到床头柜上的闹钟，关掉它后又立刻昏睡过去。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_2__Утро_Одиночка\д42_004_семен.json,1055185D4707759DEDF5C5914DD65FF3," ""Когда я проснулся вновь, на часах было уже без пятнадцати девять.""(важное)","""当我再次醒来时，已经八点四十五了。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_2__Утро_Одиночка\д42_005_семен.json,676BD4A04C85095DFEA8788C838825F4," Мысли - ""Похоже, пора вставать, иначе и завтрак можно пропустить.""(важное)","内心 - ""看来得起床了，不然连早饭都要错过了。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_2__Утро_Одиночка\д42_006_семен.json,E17BA7894BB5353E86D5CD898F992A20," ""Я поднялся с кровати, почесался и…(важное)","""我从床上爬起来，挠了挠身子……""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_2__Утро_Одиночка\д42_007_семен.json,8D9C926E4E03A67DBE0A87884791B22C," вспомнил вчерашний вечер!""(важное)","""想起了昨晚的事！""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_2__Утро_Одиночка\д42_008_семен.json,D3A175BC4BCAAEB7F20DE09E6625DD71," ""Под подушкой лежал клочок бумаги:""(важное)","""枕头底下放着一张纸条：""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_2__Утро_Одиночка\д42_009_семен.json,9A1220A5425D7F8CF679F5A0390DA1C7," ""«Ты здесь не просто так».""(важное)","""「你在这里并非偶然。」""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_2__Утро_Одиночка\д42_010_семен.json,2EEDD45C4DA4CA6D4C16F19A05239421," Мысли - ""Что же это может означать?..""(важное)","内心 - ""这到底是什么意思？……""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_2__Утро_Одиночка\д42_011_семен.json,EDF446804215F2F05D2821B588E18D56," Мысли - ""Как я отправил сам себе послание?""(важное)","内心 - ""我到底是怎么给自己传信的？""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_2__Утро_Одиночка\д42_012_семен.json,FD9D8CEB4E2F7A5410D902808A68BDE2," Мысли - ""Почему я этого не помню?""(важное)","内心 - ""为什么我一点都记不起来？""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_2__Утро_Одиночка\д42_013_семен.json,631EDCBE4ECCD297CDC950A74BBEC0E6," ""Вопросов было куда больше, чем ответов.(важное)","""问题远比答案多得多。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_2__Утро_Одиночка\д42_014_семен.json,607A4F744811E039F6A23BB2DFC8C4DA,"Точнее, ответа не было ни одного.""","""确切地说，根本一个答案都没有。"""
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_2__Утро_Одиночка\д42_015_семен.json,2FCB5A2347A3013809E0E6875E6F5BAD," ""Я вышел на улицу и щурясь оглядел лагерь.""","""我走到外面，眯着眼扫视了一圈营地。"""
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_2__Утро_Одиночка\д42_016_семен.json,04C983394534C78565517B8B31A87D8B," Мысли - ""Нет, на мираж не похоже…""","内心 - ""不，看起来不像幻觉……"""
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_2__Утро_Одиночка\д42_017_семен.json,010F6BD144A620C05C36E2A2F529DEDF," ""Но из-за этой записки всё стало куда более запутанным.""","""但这张纸条让一切变得更加扑朔迷离了。"""
Everlasting_summer\Content\main\звуки\озвучка_4_день\01_2__Утро_Одиночка\д42_018_семен.json,3BC481B3440FBCC662B2A9BE671DB77F," Мысли - ""Чему же можно верить, а чему нет?""","内心 - ""到底该相信什么，不该相信什么呢？"""
