File,Key,CultureInvariantString,Translation
Everlasting_summer\Content\main\звуки\озвучка_5_день\01_кошмар\д5_012_семен.json,A9351CF74D50BA3A1A33010ACB8BA6CD,Но вдруг наступила полная тишина которая словно звенела в ушах пугая ещё больше чем взрывы бомб,"""不过突然间，一片寂静，比爆炸还要响。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\01_кошмар\д5_014_семен.json,9A4B51684D50BA3A1A33010ACB8BA6CD,Она всхлипывала,"""她抽泣着。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\01_кошмар\д5_015_семен.json,6C2FD93C4D50BA3A1A33010ACB8BA6CD,Я хотел её хоть както утешить но понимал что ничего сделать не смогу,"""我想要安慰她，不过发现自己什么都做不了。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\01_кошмар\д5_016_семен.json,73CACA95428DAD4CB556A8BB9527E8FB,Семён - Да…,"谢苗 - ""是啊..."""
Everlasting_summer\Content\main\звуки\озвучка_5_день\01_кошмар\д5_018_семен.json,7C6334684D50BA3A1A33010ACB8BA6CD,Ужасный грохот барабанные перепонки словно разорвались,"""一阵巨大的轰鸣声几乎撕破了我的鼓膜。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\01_кошмар\д5_019_семен.json,225941FF4D50BA3A1A33010ACB8BA6CD,Кажется меня придавило рухнувшим потолком но боли я не почувствовал,"""我似乎在一片坠落的天花板下，但是并没有受伤。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\01_кошмар\д5_020_семен.json,680AD9DB4D50BA3A1A33010ACB8BA6CD,Мне лишь хотелось не отпускать её руку…,"""我唯一想做的就是不要松开她的手..."""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_021_семен.json,6E2214744D50BA3A1A33010ACB8BA6CD,"Я проснулся в холодном поту, задыхаясь, жадно ловя ртом воздух.(важное)","""我一身冷汗地醒过来，急促地喘着气。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_022_семен.json,9F05D7394D50BA3A1A33010ACB8BA6CD,В себя прийти удалось не сразу.,"""我用了很久才恢复了神志。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_023_семен.json,D470BF9D4EAC1978DF9DCEB1A68CE02F,Семён - Это сон…,"谢苗 - ""是一个梦…"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_024_семен.json,C42C69B44F8481EFC68A73AC70DC8641,Семён - Всего лишь сон…,"谢苗 - ""是一个梦…只是一个梦…"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_025_семен.json,516FC52B4D50BA3A1A33010ACB8BA6CD,Однако в это отказывался верить мой воспалённый мозг.,"""然而我的大脑拒绝接受这个事实。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_026_семен.json,1F180A744F86B6B3E2263984DC229753,Но что это за девочка была со мной там?(важное),"""刚刚和我一起的女孩是谁？""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_027_семен.json,C3296CA34D50BA3A1A33010ACB8BA6CD,Так хотелось не отпускать её руку.,"""我死死地抓着她的手..."""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_028_семен.json,8AF10BEA4B272EA779D902AA3D0039AD,"К сожалению, вспомнить, кто она, так и не получилось.(важное)","""无奈的是我完全无法回忆起她来。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_029_семен.json,1886F4564020198C87387EADEF7AB16C,Часы показывали начало одиннадцатого.(важное),"""表针指着十点过几分。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_030_семен.json,A03360DB4D50BA3A1A33010ACB8BA6CD,"Я постепенно отходил ото сна, и реальность всё увереннее заявляла свои права на моё сознание. В животе предательски заурчало.","""我逐渐恢复了意识——我的肚子强烈地抗议着。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_031_семен.json,C1C92EEE43D9E2946A21D0B478353DEF,"Семён - Война войной, а обед по расписанию.","谢苗 - ""好吧，战争就是战争，但是午饭要照常吃！"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_032_семен.json,052AB21B4D50BA3A1A33010ACB8BA6CD,"Ольги Дмитриевны в домике не оказалось. Видимо, она решила не будить меня.","""原来奥尔加·德米特里耶夫娜不在这里，她一定是决定不叫我起床。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_033_семен.json,AC06E11C4D50BA3A1A33010ACB8BA6CD,"Что же, спасибо вожатой за это.","""呃，感谢伟大的辅导员！"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_034_семен.json,63E045464D50BA3A1A33010ACB8BA6CD,После вчерашних приключений отдых был мне необходим.,"""经过了昨天的冒险我需要休息一下。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_035_семен.json,059DB1CC4D50BA3A1A33010ACB8BA6CD,"Прошедшая ночь осталась лишь размытым воспоминанием, думать о котором не очень хотелось.","""昨天晚上模模糊糊的回忆我不想再记起来。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_036_семен.json,31DEAD884FAB31B0B5645DB3C9E43148,Куда важнее сейчас найти еду и…(важное),"""现在更重要的是吃饭...还有洗漱！""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_037_семен.json,DA32BDC6464E56D1AD806DB6DBA78595,Помыться.(важное),"""总之我得先洗洗脸。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_038_семен.json,AB71C2924D50BA3A1A33010ACB8BA6CD,Точно.,"""对了！"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_039_семен.json,07003B4A4D50BA3A1A33010ACB8BA6CD,Ведь пионер должен быть всегда чист и опрятен.,"""因为一个少先队员必须保持仪表整洁。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_040_семен.json,2514233D4D50BA3A1A33010ACB8BA6CD,"Впрочем, с этим тезисом я бы согласился и не будучи пионером, которым я, в общем-то, и не являлся.","""即使不是少先队员我也会同意这个原则的（虽然说实际上我就不是）。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_041_семен.json,BFA287B44D50BA3A1A33010ACB8BA6CD,По дороге к умывальникам мне встретился Электроник.,"""前往水池的路上我遇到了电子小子。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_042_семен.json,3E880E974D50BA3A1A33010ACB8BA6CD,Он замахал руками и побежал в мою сторону.,"""他挥着手朝我跑过来。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_043_электроник.json,0A637A134719BDC677E49CAD0B740CF5,Электроник - «Доброе утро».,"电子小子 - ""早上好！"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_044_электроник.json,3A5D5154408E6769557734B835C3505D,"Электроник - «Спасибо тебе, что нашёл Шурика. Без него я бы даже не знаю…»","电子小子 - ""感谢你找到了舒里克！没有他我都不知道怎么办才好..."""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_045_семен.json,F029D9A0493D352A68923C9B9DA95B87,Семён - «Да ничего…»,"谢苗 - ""没什么..."""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_046_семен.json,5791DE874D50BA3A1A33010ACB8BA6CD,Я несколько смутился.,"""我有点不好意思。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_047_электроник.json,E0AFA2AD4FE5DD68B86DB3A729BCC6F6,"Электроник - «Нет, правда. Не нужно лишней скромности. Страна должна знать своих героев».","电子小子 - ""真的，别不好意思，国家应该知道自己的英雄！"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_048_семен.json,E2D68E0740D45F149407C19AC2AC5711,Семён - А как Шурик… Как он с утра себя вёл.,"谢苗 - ""那么舒里克怎么样？他早上表现得怎么样？"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_049_семен.json,E98E6A504C96F73BD7EC96BC5F70CE38,Семён - С ним всё в порядке?,"谢苗 - ""他没事吧？"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_050_семен.json,32B6468B4D50BA3A1A33010ACB8BA6CD,"Памятуя о его вчерашнем помешательстве, я посчитал этот вопрос вполне уместным.","""经过昨天的疯狂之后我觉得这样的问题是十分必要的。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_051_электроник.json,F03ED0CD46AF0782E9119DB2021204C6,Электроник - «Да вполне».,"电子小子 - ""当然！不错！"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_052_электроник.json,C1FBE02A4C5949C639A9ACAECA6BEAAD,Электроник - «Разве что он ничего не помнит…»,"电子小子 - ""唯一的问题是他什么都不记得了..."""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_053_семен.json,4F3B81E04FFCB6D712D698B786402A55,Семён - «Вот как?»,"谢苗 - ""就这样？"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_054_семен.json,BFF2AC434D50BA3A1A33010ACB8BA6CD,Я совсем не удивился.,"""我一点也不惊讶！"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_055_электроник.json,16F6412547CC36CD5CBB30876123C0CC,"Электроник - «Ну, он говорит, что вчера пошёл в старый лагерь, а потом… Проснулся утром в своей кровати».","电子小子 - ""他说他昨天去了旧营地，然后今天早上在他的床上醒了过来。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_056_электроник.json,1BD994004989E7ADD82B3A9DDEE15EB0,Электроник - «То есть между этими событиями провал».,"电子小子 - ""我是说他完全不记得两件事之间发生的事了。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_057_семен.json,86B03483494411522E6751BBC295FAAF,Семён - «Понятно…»,"谢苗 - ""我明白了..."""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_058_семен.json,E4D6A4FA4A6932EFDCC14BA44DFEAA07,Семён - «Ладно тогда…»,"谢苗 - ""是啊..."""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_059_электроник.json,D6AEA87C416AA8D751870B9B7A9B84F5,Электроник - «Тебя же на завтраке не было. Заходи к нам в кружок. Мы тебя покормим. У меня кое-что особенное есть».,"电子小子 - ""你错过了早饭吧？来我们的社团吧！我们给你弄点吃的。我这儿有点特别的东西。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_060_семен.json,5D19706B4D50BA3A1A33010ACB8BA6CD,Электроник заговорщически улыбнулся.,"""电子小子很诡异地笑了笑。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_061_семен.json,E7239C37460D26A9CA3938B29CC608DA,"Семён - «Спасибо, зайду, наверное…»","谢苗 - ""谢谢，我大概会去的..."""
Everlasting_summer\Content\main\звуки\озвучка_5_день\02_утро\д5_063_электроник.json,44D1A29A4F6C7F199CA9468BA6985921,Электроник - «Ждём»,"电子小子 - ""我们等着你呦！"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_065_семен.json,6F36F02143A431F924FB518BB4B5E816,Возле умывальников никого не было.,"""水池附近没有其他人。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_066_семен.json,754664C540311E3C13DA3583208BF278,Вода сегодня оказалась на удивление тёплой(важное),"""令人惊讶的是，今天的水很暖和。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_067_семен.json,5A7D04B140B081F1913C56BD9EB4D01B,Наверное нагрелась уже…(важное),"""应该是已经被加热过了吧...""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_068_семен.json,B3DA14CD4D50BA3A1A33010ACB8BA6CD,"Умыв лицо, я понял, что остальное тело ополоснуть здесь будет не так-то и просто.","""洗过脸之后我发现想要洗身上的其他部分不是太容易。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_069_семен.json,E37EF1924D803B84893011846C4F261B,Может быть стоило пойти в душевую…(важное),"""也许我应该去洗澡...""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_070_семен.json,1A6699C5448F799C3D91ACB30D88C448,Впрочем если рядом никого…(важное),"""不过既然这里没有别的人...""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_071_семен.json,DD24024E4D50BA3A1A33010ACB8BA6CD,"Я вывернул кран так, что струя воды била под прямым углом, и начал раздеваться.","""我拧动水龙头让水流成直角喷出，然后开始脱衣服。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_072_семен.json,933F2B234D50BA3A1A33010ACB8BA6CD,А если кто-то увидит?,"""万一有人看到我怎么办？"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_073_семен.json,ADD292AB41FE2FD730B61E924F270648,"Ладно, быстренько ополоснусь, вытрусь, оденусь…(важное)","""我就迅速洗完，穿上衣服...""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_074_семен.json,9514BEF74D50BA3A1A33010ACB8BA6CD,"Вода, которая казалась нормальной для рук и лица, холодом обжигала остальное тело.","""让我的手和脸感觉温暖的水，浇在身上时冰得要命。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_075_семен.json,00AA521A431A8E1B3C818AB2DA7A23A1,"Процесс купания занял у меня не более десяти секунд, после чего я начал энергично вытираться.(важное)","""整个洗澡的过程持续了不到十秒钟，我就开始擦干身上。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_076_семен.json,DC5F99F6430C9143FD31C48E942F4C0E,Но закончить мне так и не удалось – со стороны тропинки послышались голоса.(важное),"""不过我还是没有成功地做到——小路上传来了人声！""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_077_семен.json,98EC0DAC4D50BA3A1A33010ACB8BA6CD,Решение пришло в долю секунды – я схватил свои вещи и бросился в кусты,"""我的头脑中闪现出唯一的办法——我抓起来衣服躲在草丛里。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_078_семен.json,B1839AF64D50BA3A1A33010ACB8BA6CD,Через мгновение возле умывальников появились Алиса и Ульяна.,"""过了一会儿阿丽夏和乌里扬娜出现在了水池前。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_079_алиса.json,D4E7643A4FE9A5D803CF589EC36B6E3E,Алиса - Сама бы могла! Зачем меня сюда притащила?,"阿丽夏 - ""你自己就可以的，把我带过来干什么啊？"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_080_ульяна.json,57C473EB4C6BCE21E230459EF2F7C731,"Ульяна - Ну что, тебе жалко?","乌里扬娜 - ""这有什么啊？"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_081_алиса.json,3148F9BE4D2D9995ECE0E9BCCFDDF944,"Алиса - Ладно, давай…","阿丽夏 - ""好吧，让我…"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_082_семен.json,4A6A6BBB4EA045B880CBD98312540FEC,"Я присмотрелся и заметил, что они обе все перепачканы красной краской.(важное)","""我偷偷看着，发现她们都涂满了红漆。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_083_семен.json,BC92B3B24DCA9461C287FAB9FCEEC002,Вот так номер…(важное),"""这怎么回事...我很奇怪她们是怎么做到的？""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_084_семен.json,074C8B79480CE66260DC3CAB8CEE10ED,И откуда?,"""从哪儿来的？"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_085_семен.json,5DD1D7794D50BA3A1A33010ACB8BA6CD,Алиса включила воду и начала растирать спину Ульяны.,"""阿丽夏打开阀门开始给乌里扬娜擦身体。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_086_алиса.json,EB4A1DE34E50B1466A6AF0A20047BC09,Алиса - Сними лифчик!,"阿丽夏 - ""把胸罩摘掉！"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_087_ульяна.json,2F237ACA4120C7EB29D162BB8E3D1C32,Ульяна - А если кто увидит?..,"乌里扬娜 - ""万一有人看见怎么办...?"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_088_алиса.json,F96B19D743E4BCDC42728FBEA47C5DE6,Алиса - А есть на что смотреть?,"阿丽夏 - ""什么，难道你那里有什么可看的吗？"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_089_семен.json,555707E64D50BA3A1A33010ACB8BA6CD,Усмехнулась она.,"""她傻笑着。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_090_ульяна.json,5625EAB24FAEF0AD2CCCD8A6EE135FA2,Ульяна - Ладно… Только ты побыстрее!,"乌里扬娜 - ""好啦...快一点！"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_091_семен.json,A62022974D50BA3A1A33010ACB8BA6CD,"Смотреть и правда было особо не на что, но даже при этом я пристально уставился на девочек.","""确实没有什么可看的，不过我还是仔细地看着。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_092_семен.json,8E7548B54D50BA3A1A33010ACB8BA6CD,"Жаль, что они обе стояли ко мне спиной.","""遗憾的是她们背对着我。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_093_семен.json,EF91B2FF45B0484D486EBE98E3953B61,Через минуту Алисе удалось смыть всю краску.,"""过了一会儿阿丽夏设法洗掉了所有的漆。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_094_алиса.json,B6AE30A04A75CE72F61249BCA393BA3D,Алиса - Всё!,"阿丽夏 - ""完了！"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_095_ульяна.json,264F59E84E73417D5B31C7B27606F5F8,Ульяна - Спасибо!,"乌里扬娜 - ""谢谢！"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_096_алиса.json,44CC3BBD455D82B26D95D897A257107F,Алиса - Не за что…,"阿丽夏 - ""不客气…"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_097_семен.json,22620F064D9A37E48FEFA0898B6EB81F,Лениво ответила Алиса.,"""阿丽夏懒洋洋地回答着。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_098_ульяна.json,48F81D0B4915A846FA4DA68D13E73BEE,"Ульяна - Слушай, а дай мне померить…","乌里扬娜 - ""听着，让我试试你的..."""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_099_семен.json,76A8F12542E2AE058577BAB24BB40F4F,Она показала на лифчик Алисы.,"""她指着阿丽夏的胸罩。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_100_алиса.json,D28294024749FE44EE8D84AA6EE45794,Алиса - Да он тебе не подойдёт…,"阿丽夏 - ""肯定不会适合你的…"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_101_ульяна.json,01AD7207493259C4392034A666357F2B,"Ульяна - Ну, интересно же…","乌里扬娜 - ""哼，反正我要试一试…"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_102_алиса.json,7E2B71AD45B443A9397E73AA80B3B7B3,Алиса - Да и тут…,"阿丽夏 - ""不过那里…"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_103_ульяна.json,63C8BA45455463F91BD8C5AC211A316A,"Ульяна - Тут же нет никого, правда?","乌里扬娜 - ""那里没有人吧？"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_104_семен.json,FA5E74894CE7CEB1A61C689A7C505F4A,Ульяна посмотрела в мою сторону и лукаво улыбнулась.(важное),"""乌里扬娜向我这边狡猾地看着。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_105_семен.json,C486299445154C58741E57AB0AD572FA,"Я был абсолютно уверен, что она не могла меня заметить в этих кустах, но…(важное)","""我很确定隔着灌木丛她肯定看不见我…""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_106_алиса.json,C3DECD524D5EC635C9F0EAB8B892AD50,Алиса - Да хватит глупости…,"阿丽夏 - ""虽然说这…"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_107_семен.json,82A022D54D50BA3A1A33010ACB8BA6CD,Ульянка не стала дослушивать.,"""乌里扬卡没有再听，而是熟练地解开了阿丽夏的胸罩。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_108_семен.json,BA175E974B402A97BBD4FDB85E26C0DC,"Вот теперь, надо признаться, было на что посмотреть!","""好吧，这下我得承认，我有可看的了！"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_109_семен.json,78B9EC6B48FD407E2B209D9753404862,"Я, затаив дыхание, наблюдал, как две девочки гоняются друг за другом вокруг умывальников.","""我屏住呼吸看着两个女孩子在水池前追来追去。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_110_семен.json,E464D87B43ADC93C5F934E96AC4182FD,"Алиса закрыла грудь руками, так что рассмотреть что-то было проблематично.","""阿丽夏用手遮住了胸部让我看不见什么。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_111_семен.json,AD664C7F4EB353AEB7CCFCB7EA5AF084,"Я подался вперёд и, споткнувшись о камень, вывалился из кустов…(важное)","""我向前靠了一些，绊倒在一块石头上，从灌木丛中滚了出来…""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_112_семен.json,045056B64F193DA2279931980B8BAE1E,Алиса и Ульяна застыли как вкопанные и уставились на меня.(важное),"""阿丽夏和乌里扬娜愣住了，看着我。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_113_семен.json,A5928CA248451D2652DC6381BE52AB48,Я же с виноватым видом старался прикрыть свою наготу.(важное),"""我惭愧地试图遮住自己。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_114_семен.json,74FC5B2F456E8853CEB05AA23E808C99,"Немая сцена продолжалась несколько секунд, затем Алиса схватила рубашку и в мгновение ока кое-как напялила её на себя.","""这幅画面持续了几秒钟，然后阿丽夏迅速拿起了自己的上衣穿了上去。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_115_алиса.json,E9820B13450E892E0FC576A266687322,Алиса - Ты! Ты!,"阿丽夏 - ""你！你！"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_116_семен.json,9FFBF66649ED6DDCE6085C92C88F0BA6,Её лицо из красного стало фиолетовым.,"""她的脸从红变紫。"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_117_семен.json,75FFBDE2483F7D27D98B79B44FD7FE58,Казалось что сейчас она взорвётся как ядерная бомба.(важное),"""看起来她可以在任何时候发生爆炸。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_118_семен.json,B63D6D8340DAFE222012EE82CCED0A79,"Единственное, что мне хотелось тогда, – это распасться на атомы и улететь подальше от эпицентра","""我现在只想分解成原子然后离开震中越远越好！"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_119_ульяна.json,F055AA804C0C5D2573C005813AE68947,Ульяна - Он всё время там сидел!,"乌里扬娜 - ""他一直都坐在那里！"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_120_семен.json,63F417584A1421217942B096CB0010D4,"Значит, всё же заметила…(важное)","""所以说她看到我了…""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_121_алиса.json,356067144D50BA3A1A33010ACB8BA6CD,Алиса - Ты! Ты!,"阿丽夏 - ""你！你！"""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_122_семен.json,0FA23F6D49D17620AD1066B5765E66A4,Семён - А я…,"谢苗 - ""我..."""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_123_семен.json,7BFE7D6E4351029B689DF7B86E852045,Семён - Да я… Случайно…,"谢苗 - ""那个...不小心..."""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_124_семен.json,0AA7B0474FEA4593ADAC678BC866AA89,Семён - Если ты понимаешь о чём я.,"谢苗 - ""你懂的..."""
Everlasting_summer\Content\main\звуки\озвучка_5_день\03_умывальник\д5_125_семен.json,99E00DD243E2BE09E98CD29413A42627,Алиса бросилась на меня,"""阿丽夏向我冲了过来。"""
