File,Key,CultureInvariantString,Translation
Everlasting_summer\Content\main\hud\hp\настройки_гемплея.json,A367E61E479B09BC5445A392CB255571,Поданный сюжет,剧情呈现方式
Everlasting_summer\Content\main\hud\hp\настройки_гемплея.json,449CFA664114AE1ECA3E848003CB8AA2,Тип освещения,光照类型
Everlasting_summer\Content\main\hud\hp\настройки_гемплея.json,26E9DF58443E14B41753FBB6EAA0FC13,Оригинальный,原版
Everlasting_summer\Content\main\hud\hp\настройки_гемплея.json,4EE7FD614375A83FE026D2BDEC9DEB3C,Включить,
Everlasting_summer\Content\main\hud\hp\настройки_гемплея.json,25CA8A684144711F96E94BB660D3D5CC,Старый,
Everlasting_summer\Content\main\hud\hp\славввв.json,FB0E9ADC4F2C57B1C491E4942650C27C,TexturePow,
Everlasting_summer\Content\main\hud\hp\славввв.json,1877B1E34F3980D14663FA98D88C2A49,TextureSaturate,
Everlasting_summer\Content\main\hud\hp\славввв.json,216C2EFC4AB732374B8B6F804C1E131D,1,
Everlasting_summer\Content\main\hud\hp\славввв.json,B131FBBB48BB80EDDB61428158A9F029,NormalToLightMat,
Everlasting_summer\Content\main\hud\hp\славввв.json,11B27E9841BE0924D4B00EA43D85256D,Ширина тела,体型宽度
Everlasting_summer\Content\main\hud\hp\славввв.json,2D7200174755F6E98457B6AA2DADB7E6,По умолчанию,默认
Everlasting_summer\Content\main\hud\hp\славввв.json,145354974E23BEE59F0AB18FB03534B5,mtoon_ShadeToony,
Everlasting_summer\Content\main\hud\hp\славввв.json,E4815792479BBE8A1873079AE4BFEE14,Верхняя часть тела,上半身
Everlasting_summer\Content\main\hud\hp\славввв.json,3755A37B4C4BA72758F29F8A1792AC67,mtoon_ShadeShift,
Everlasting_summer\Content\main\hud\hp\славввв.json,9A0EA9134FC1F277038497AC1B97913E,Ширина ног,腿部宽度
Everlasting_summer\Content\main\hud\hp\славввв.json,E85903844F42FE97B79D7090D9DFEA1E,Подтвердить,确认
Everlasting_summer\Content\main\hud\hp\славввв.json,0679C1B6444FC23F93A75D864D631C6A,Назад,返回
Everlasting_summer\Content\main\hud\hp\славввв.json,287F223A48D50F8634A65CBE1D816315,Отменить,取消
Everlasting_summer\Content\main\hud\hp\славввв.json,C36AEE5340270F1BBE5D71BCB3E997AB,Вернуть значение для ,恢复设置：
Everlasting_summer\Content\main\hud\hp\славввв.json,16ECFC1F492542023B5F33A7166DE65C,Грудь,胸部
Everlasting_summer\Content\main\hud\hp\славввв.json,105A085E499D8656D54C46AFF9C9BC4D,Выбор персонажа,角色选择
Everlasting_summer\Content\main\hud\hp\славввв.json,7A7821F342CF975002C3BC93DE132383,Выбор части тела,选择身体部位
Everlasting_summer\Content\main\hud\hp\славввв.json,9A1996DA4C1306A0CBDDA397933383E8,персонажа по умолчанию?,恢复角色默认值？
Everlasting_summer\Content\main\hud\interactive\button_pad.json,TextBlockDefaultValue,Text Block,Text Block
Everlasting_summer\Content\main\hud\interactive\button_pad.json,19D8378045335D3844CDDB81091E935F,По умолчанию,默认
Everlasting_summer\Content\main\hud\interface.json,4FF9D09C45815FA7691A30AE2F410048,Текст заданий,任务文本
Everlasting_summer\Content\main\hud\interface.json,24E1366643B8516137407CBFE03ACC6E,Чтобы увидеть маркер задания нажмите Q,按 Q 查看任务标记
Everlasting_summer\Content\main\hud\loadscreen\loadscreen.json,39AFB7494335B663E3D4B8B5E24891F2,Загрузка...,加载中...
Everlasting_summer\Content\main\hud\options1.json,CC34996B4707B7DAD8B8C7B6CCCE5912,Передвижение,移动
Everlasting_summer\Content\main\hud\options1.json,454E233348BF0D67B30C7BA4916E9958,Маркер задания,任务标记
Everlasting_summer\Content\main\hud\options1.json,AF7C73794DD968EBFCD9949122C38D39,Кнопка взаимодействия,互动按钮
Everlasting_summer\Content\main\hud\options1.json,D6A713904C98C818F02223BED305B003,Фонарик,手电筒
Everlasting_summer\Content\main\hud\options1.json,8E0C87714B4F05AFF9DE4EB8C5024FF5,ВКЛ/ВЫКЛ показ ФПС,开/关帧率显示
Everlasting_summer\Content\main\hud\options1.json,A67E3BF44674736939812586F7E38AFF,Пользовательский интерфейс,用户界面
Everlasting_summer\Content\main\hud\options1.json,8A6A690E4D14900DE01C34A745D613CB,Подьем/Сброс предметов,拾取/丢弃物品
Everlasting_summer\Content\main\hud\options1.json,E81C802F4C20EC5454ADCCBF7C7BB7AC,Чтение текста,阅读文本
Everlasting_summer\Content\main\hud\options1.json,F23410684B6CB00AD88060A4630C7E5E,Прокручивание предмета в руке,旋转手持物品
Everlasting_summer\Content\main\hud\options1.json,50D3577C49F9C1EA18CBB594021A85F8,Назад,返回
Everlasting_summer\Content\main\hud\options7.json,33F846374B919995D819469776D1A052,Тени,
Everlasting_summer\Content\main\hud\options7.json,49C468194C3C4C11F76C9B941DD0883F,Текстуры,
Everlasting_summer\Content\main\hud\options7.json,9097ED7C4F27448E28EF3FB2AD3E62CB,Сглаживание,
Everlasting_summer\Content\main\hud\options7.json,15FA70594781CA89575B30B60B0E8DD3,Полный экран,
Everlasting_summer\Content\main\hud\options7.json,F4C6ABA84151CEBC2CD4A3A1AEF0005C,Постобработка,
Everlasting_summer\Content\main\hud\options7.json,DACD65D140B25D2396F7E7B854DFC507,Прорисовка обьектов,
Everlasting_summer\Content\main\hud\options7.json,1B6C48AD4F1E04A0D6596AB14115C76E,Ограничение FPS,
Everlasting_summer\Content\main\hud\options7.json,FA6A102A46DDB4BE16D1F6A16BE712E2,Разрешение экрана,
Everlasting_summer\Content\main\hud\options7.json,62C5BEA24EC5AE541FBE85A13E9F62B8,Вертикальная синхронизация,
Everlasting_summer\Content\main\hud\options7.json,44246598409AFCB1FF2D6985320D29F2,Глобальное освещение,
Everlasting_summer\Content\main\hud\options7.json,95DAFB6141322B16C05AB89312F630EE,Количество растительности,
Everlasting_summer\Content\main\hud\options7.json,DA49DAB74868AC5C413D4BA459CDE7F3,Визульные эффекты,
Everlasting_summer\Content\main\hud\options7.json,CD817257468B7144E5FE59B62C7D0B10,Качество шейдера,
Everlasting_summer\Content\main\hud\options7.json,B55C4900424D00800A6FB3AC933A53AE,Размытие,
Everlasting_summer\Content\main\hud\options7.json,5E5D5C704C7E55CFC4EB4E8458A14ED7,Тип сглаживания,
Everlasting_summer\Content\main\hud\options7.json,F571072740BB7204B8B728A3E74234C7,Апскейл (upscale DLSS FSR),
Everlasting_summer\Content\main\hud\options7.json,8091C1614E6A8762B0D3ADAECECFFE2B,Прорисовка травы,
Everlasting_summer\Content\main\hud\options7.json,B816A0BA4981668D943E7DABFDE7D8E7,Visual Quality,
Everlasting_summer\Content\main\hud\options7.json,CBE6DE594C0ECB30BAA88B8A41FEFC5D,FSR,
Everlasting_summer\Content\main\hud\options7.json,7A71C09947C1B5E96AD44AB822025B03,Управление,
Everlasting_summer\Content\main\hud\options7.json,50D3577C49F9C1EA18CBB594021A85F8,Назад,返回
Everlasting_summer\Content\main\hud\options8.json,8D3C046949C9666122AD998B07090423,Вертикальная синхронизация,
Everlasting_summer\Content\main\hud\options8.json,4D959FA34BE9733DB1E3FA900B41862A,Полный экран,
Everlasting_summer\Content\main\hud\options8.json,3CDC1BE84850B361C6F601A91B6888A5,Прорисовка травы,
Everlasting_summer\Content\main\hud\options8.json,9139B4B44D4AC2B3F4D58D9D3B3730CC,1,
Everlasting_summer\Content\main\hud\options8.json,330C0F6C43BCD3019D6C74A22091EA27,2,
Everlasting_summer\Content\main\hud\options8.json,504781354F17B72A714BA3824C66EBD8,3,
Everlasting_summer\Content\main\hud\options8.json,E69A31C54B7F5F4418D9FA873E57DB18,4,
Everlasting_summer\Content\main\hud\options8.json,5062450F4142BD3CEE605287BD7F041A,Управление,
Everlasting_summer\Content\main\hud\options8.json,376A8C6D4D1ADD0914ABBA9796065A36,Ограничение ФПС,
Everlasting_summer\Content\main\hud\options8.json,5157433240B11A8CCCC3439351DD8024,Громкость,
Everlasting_summer\Content\main\hud\options8.json,D59FDF6E4A8C03DA36B108B38BE5A439,30,
Everlasting_summer\Content\main\hud\options8.json,34551EEB426F7519B4262FA8003333BD,60,
Everlasting_summer\Content\main\hud\options8.json,EB9F6DB6454D19AE7C1B269927131710,120,
Everlasting_summer\Content\main\hud\options8.json,20D851AE438BA27B29CEBCA1D39D0E07,вык,
Everlasting_summer\Content\main\hud\options8.json,50D3577C49F9C1EA18CBB594021A85F8,Назад,返回
Everlasting_summer\Content\main\hud\options8.json,9BDEC1474D959D2F87278291EB0A0889,Разрешение экрана,
Everlasting_summer\Content\main\hud\options8.json,72C650FF484CCD4CAF1B669D5A82A017,1,
Everlasting_summer\Content\main\hud\options8.json,319CC5E34F77FC34EF690CB3AB2C090A,2,
Everlasting_summer\Content\main\hud\options8.json,0B6D6EC84E6D76034D574EABB0460701,3,
Everlasting_summer\Content\main\hud\options8.json,7006964E4C1B6C592714F4BC4FDBEB3C,Текстуры,
Everlasting_summer\Content\main\hud\options8.json,C451AE0341E182A550E3C3A01AF91338,1,
Everlasting_summer\Content\main\hud\options8.json,1CF869B242493D66AEC717A0E6CB22E9,2,
Everlasting_summer\Content\main\hud\options8.json,B7FE38C04802D4CBCBD198BC86C0E81D,3,
Everlasting_summer\Content\main\hud\options8.json,D30F03F74C946A9C23AC7E8E53FBF32D,4,
Everlasting_summer\Content\main\hud\options8.json,37A9AFFA490100587308C785A8B038D6,Тени,
Everlasting_summer\Content\main\hud\options8.json,3E6FE6B6454DFD602F87F18EE83094E0,Сглаживание,
Everlasting_summer\Content\main\hud\options8.json,E9CDAF8C478BB72D05DA188FFB80F64D,1,
Everlasting_summer\Content\main\hud\options8.json,1218A0E4407D9C487BE0FBBC397C7267,2,
Everlasting_summer\Content\main\hud\options8.json,CEB774484A241AC00026588C3664249B,3,
Everlasting_summer\Content\main\hud\options8.json,1CB4CAFD46E34F9E82217192D4466752,4,
Everlasting_summer\Content\main\hud\qte_alice.json,0D35D8454F25C7E09D4ACBB89F05FDC8,Нажмите пробел,按空格键
Everlasting_summer\Content\main\hud\QTE_BAR.json,C9DDA179431C0DFC9B00A787DBF359CA,Нажимайте Пробел,按下空格键
Everlasting_summer\Content\main\hud\tekst\для_компа\подключене.json,BA5C130B4E5613F8061A6F91209890F0,Пароль,密码
Everlasting_summer\Content\main\hud\tekst\для_компа\подключене.json,71DD806E471CE6ADB0D837BA6DD496F5,Адрес,地址
Everlasting_summer\Content\main\hud\tekst\для_компа\подключене.json,8593F30C4C62AD495A0EDCAE8384B1B8,Неверно введен адрес или пароль,地址或密码输入错误
Everlasting_summer\Content\main\hud\tekst\для_компа\подключене.json,8563B2884F7F3C4595F2559BA30C6643,Всегда готов,时刻准备着
Everlasting_summer\Content\main\hud\tekst\для_компа\подключене.json,0DC4EFA84FE4F8E085C9B2AE8310CC8E,ком9823,
Everlasting_summer\Content\main\hud\tekst\для_компа\подключене.json,54A9C8DE47B0CECDB8827F9F51AD9BB4,пин21,
Everlasting_summer\Content\main\hud\tekst\загрузка_ос.json,FCC4ED83445599B7BE99A1B86AB20457,Загрузка коммунизма,共产主义加载中
Everlasting_summer\Content\main\hud\tekst\игра.json,TextBlockDefaultValue,Text Block,Text Block
Everlasting_summer\Content\main\hud\tekst\картинка.json,TextBlockDefaultValue,Text Block,Text Block
Everlasting_summer\Content\main\hud\tekst\кодовый_чемоданчик.json,8A49226F4894ECA21E20E8B9B70B3476,Назад,返回
Everlasting_summer\Content\main\hud\tekst\компьтер_ос.json,8BDF95EF4632CF02837C0AA7CAA2C495,this product is covered by one or more of the following patents ,
Everlasting_summer\Content\main\hud\tekst\компьтер_ос.json,189B84E14D0F348A1CE6899A91DED696,Integrity check has failed. Please contact support.,
Everlasting_summer\Content\main\hud\tekst\компьтер_ос.json,8EB2DB5A4D7A5C61940AB8B6F5B61FE2,"Hard Disk S.M.A.R.T. Bad, Backup and Replace",
Everlasting_summer\Content\main\hud\tekst\компьтер_ос.json,841F425A4C52D93ADE4721BF04FC3C96,CPU Over Temperature      CPU Fan       PU Fan speed error detected              CPU uCode loading error,
Everlasting_summer\Content\main\hud\tekst\компьтер_ос.json,B6D928DF41B7B55135A749B3868FCE8D,USB Device Over Current Status Detected,
Everlasting_summer\Content\main\hud\tekst\компьтер_ос.json,14CED3D3400E78FFEE66CCA0F590DD5F,Power supply surges detected during the previous power on,
Everlasting_summer\Content\main\hud\tekst\компьтер_ос.json,FBD16B774E9660C8ECD36CBAF7456005,ASUS Anti-Surge was triggered to protect system from unstable power,
Everlasting_summer\Content\main\hud\tekst\компьтер_ос.json,5018EBB147BB0256D5F867B64598B711,CMOS checksum,
Everlasting_summer\Content\main\hud\tekst\компьтер_ос.json,236AD70C426F30EA1699E9AA23044A19,CMOS Date/Time Not Set,
Everlasting_summer\Content\main\hud\tekst\компьтер_ос.json,E1CC0D044B7089A8EEEA388CE286F296,CMOS Settings Wrong,
Everlasting_summer\Content\main\hud\tekst\компьтер_ос.json,05337C374D64FA3A1C74989069B5791D,CMOS Date/Time Not Set,
Everlasting_summer\Content\main\hud\tekst\компьтер_ос.json,F6E42DF944F4E61D23ACA7B8072BD203,USB Device Over Current Status Detected,
Everlasting_summer\Content\main\hud\tekst\контакты.json,77AC290F40E22CBA2CF3328BA11F539F,89246665545,
Everlasting_summer\Content\main\hud\tekst\контакты.json,3BC1C48D4BE830B8D6ADBF92B58712FF,Позвонить,拨打电话
Everlasting_summer\Content\main\hud\tekst\надписи_компа.json,TextBlockDefaultValue,Text Block,Text Block
Everlasting_summer\Content\main\hud\tekst\наш_компьютер.json,A439B609426B2E0091DC948E1BC63126,Общий компьютер,公共电脑
Everlasting_summer\Content\main\hud\tekst\наш_компьютер.json,A2F7B5654EF3F13165FD85BBCC7C4E4B,Доступные игры,可用游戏
Everlasting_summer\Content\main\hud\tekst\наш_компьютер.json,027E0BA14BEDA90168ABE09A3804B405,Эта папка пуста,此文件夹为空
Everlasting_summer\Content\main\hud\tekst\наш_компьютер.json,ECF87AD347DF50DC5D978D839A7D09F0,doom,
Everlasting_summer\Content\main\hud\tekst\наш_компьютер.json,F6CC90BD4484D74885584F9D756FD6FC,rrr,
Everlasting_summer\Content\main\hud\tekst\папка.json,TextBlockDefaultValue,Text Block,Text Block
Everlasting_summer\Content\main\hud\tekst\папка.json,B13E2DED47D3CF992738D584F36BCFBF,Эта папка пуста,此文件夹为空
Everlasting_summer\Content\main\hud\tekst\пуск.json,FA5DBA3147A739C90350BCBA1671E9E7,Выключить компьютер,关闭电脑
Everlasting_summer\Content\main\hud\tekst\пуск.json,FCEDB43041BBA4CF2A2B60A509EA02A2,Важные,重要
Everlasting_summer\Content\main\hud\tekst\пуск.json,224A028E4B57EF6F2FFF43915CCD225B,Найти файл,查找文件
Everlasting_summer\Content\main\hud\tekst\рабочий_стол.json,0070EE9B4E49837508D314A362110E16,Корзина,回收站
Everlasting_summer\Content\main\hud\tekst\рабочий_стол.json,6683A5E849C50A41A1E097978D90752A,Наш ,我们的
Everlasting_summer\Content\main\hud\tekst\рабочий_стол.json,93320B7A46B32FC452BFB18CF16D4FAE,компьютер,电脑
Everlasting_summer\Content\main\hud\tekst\рабочий_стол.json,TextBlockDefaultValue,Text Block,Text Block
Everlasting_summer\Content\main\hud\tekst\рабочий_стол.json,32D1247D41BBEEE8DB9F3A96B873E23B,Не входить,请勿进入
Everlasting_summer\Content\main\hud\tekst\рабочий_стол.json,ED9144944C1645772DBFBE97B9E21A04,Картинки,图片
Everlasting_summer\Content\main\hud\tekst\рабочий_стол.json,4195D37F4B2DAFA8E9BF7FB54996D1BB,Подготовка к завершению пятилетки,五年计划收尾准备
Everlasting_summer\Content\main\hud\tekst\рабочий_стол.json,DAE5D8CE49D39E8AC91CDEAD4C189344,Введите пароль:,请输入密码：
Everlasting_summer\Content\main\hud\tekst\рабочий_стол.json,890EE9B547DE4404271011ABBF286FEF,Всегда готов,时刻准备着
Everlasting_summer\Content\main\hud\tekst\рабочий_стол.json,B5FD6E684B6E8C31D91C39A275390B62,Подключиться,连接
Everlasting_summer\Content\main\hud\tekst\рабочий_стол.json,1BCDF0084424F6BF07D358B406490046,3333333333333333,
Everlasting_summer\Content\main\hud\tekst\рабочий_стол.json,117C61494328875290885CB20FABEA7E,2322222222222,
Everlasting_summer\Content\main\hud\tekst\рабочий_стол.json,ACB96FE548E0F94283EC24854B0B4422,3555555555555,
Everlasting_summer\Content\main\hud\tekst\рабочий_стол.json,854919134B4BCE5F1271708B04ECE9FE,411111111111111111,
Everlasting_summer\Content\main\hud\tekst\рабочий_стол.json,E78979F148C72C9BF71F36A11AF8C7C3,12345,
Everlasting_summer\Content\main\hud\tekst\файл.json,TextBlockDefaultValue,Text Block,Text Block
Everlasting_summer\Content\main\hud\tellmenuu.json,97497DDC46F239A01EDCE3B8CB34BEAC,Столкнулся с багом.,我遇到了 Bug
Everlasting_summer\Content\main\hud\telmenu1.json,C80443E447D8F75EA9E8A18BBCB890F7,Опции,选项
Everlasting_summer\Content\main\hud\telmenu1.json,3E03F485405A467ABCCB188D4D0489BA,Назад,返回
Everlasting_summer\Content\main\hud\telmenu1.json,B8D6071A488BDCC9EB53DD86BD352957,1,
Everlasting_summer\Content\main\hud\telmenu2.json,CDB8D9054DD29229AD0572B758FF0849,Отложить,稍后提醒
Everlasting_summer\Content\main\hud\telmenu2.json,CEE8BC8F46E74A0C30467A910F798305,19:00,
Everlasting_summer\Content\main\hud\telmenu2.json,9C894369407BF972EF9DAFBCC0ABE010,Отключить,关闭
Everlasting_summer\Content\main\hud\telmenu2.json,09802B634ABD9F9644FA71A81B3B5E14,Опции,选项
Everlasting_summer\Content\main\hud\telmenu2.json,526576594D5788572232348B01774662,Встреча,会议
Everlasting_summer\Content\main\hud\telmenu2.json,2C4511024A53813B78C46E834F9DBACB,Назад,返回
Everlasting_summer\Content\main\hud\telmenu3.json,6018374C453E3DD28E3F57BB3A2EC4E8,Нет связи,无信号
Everlasting_summer\Content\main\hud\telmenu3.json,F0132C6A49B1273B6939D082FBE2A426,Звонки,通话
Everlasting_summer\Content\main\hud\telmenu3.json,617010EA46841E245C98FFAB4266DE84,Назад,返回
Everlasting_summer\Content\main\hud\telmenu3.json,173B469149BA86C35B645AB2E117F9A3,89444444444,
Everlasting_summer\Content\main\hud\telmenu.json,A1BE40594A9CFF7C3FB313B9432C152F,Опции,选项
