File,Key,CultureInvariantString,Translation
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_040_семен.json,C2C35CD44D6524E3FD9064A66C49E67E,"Семён - ""Думаю, ничего страшного, если я разок пропущу, а то будет неприятно, если я прямо там…""","谢苗 - ""我只是缺勤一次没什么问题吧，可如果我在集合的时候失去控制，可能会发生一些无法挽回的事情..."""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_041_семен.json,CEF344E14B9FC1A272DECCBE8234B906,"""И откуда во мне столько смелости?..""","""我这勇气都是哪来的？"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_042_ольга.json,10E724F4450192CFAE7228AA8895F1AF,"Ольга Дмитриевна - ""У тебя есть ещё минут пять.""","奥尔加·德米特里耶夫娜 - ""我多给你五分钟。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_043_семен.json,694E8CA9420B56AB9C4913907827A561,"Семён - ""Боюсь, не успею.","谢苗 - ""恐怕我还需要更多的时间，"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_044_семен.json,7168F42A4C443D2A72B028A4A2A0CFEF,"Семён - ""Давайте вы мне расскажете сейчас.""","谢苗 - ""你能不能现在告诉我呀~"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_045_семен.json,B24DD8854E79465A6E6C4F969EDD86D0,"Семён - ""Нет, я постараюсь, но если вдруг…""","谢苗 - ""好吧，我试着忍着好了，不过万一出了问题..."""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_046_ольга.json,B3A84B9E40D8FF79403CC684819963D7,"Ольга Дмитриевна - ""Ладно уж!","奥尔加·德米特里耶夫娜 - ""好啦！"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_047_ольга.json,567CD57347FF486C9DD2628FDD1236C6,"Ольга Дмитриевна - ""Сегодня у нас по плану уборка территории, сортировка книг в библиотеке, ещё кое-что, а вечером – танцы.""","奥尔加·德米特里耶夫娜 - ""今天的第一件事情是营地的扫除，然后是在图书馆整理图书，还有一些琐事，我们晚上还有一个联欢会。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_048_ольга.json,3944773D4F4EB94FCE17568D72B5C680,"Ольга Дмитриевна - ""Смотри у меня!""","奥尔加·德米特里耶夫娜 - ""看着我！"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_049_ольга.json,879B4E9C475A3783305FEB8B17C00AA8,"Ольга Дмитриевна - ""Чтобы обязательно сегодня поучаствовал в жизни лагеря!""","奥尔加·德米特里耶夫娜 - ""你今天必须参加夏令营的活动！"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_050_семен.json,D2C68C5A48210115AA8D7C91B556B9C9,"""Всенепременно!""","""那当然！"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_051_семен.json,4637943D45151EAB3B367DB630B62CE5,"Семён - ""Конечно, конечно, а сейчас мне бы…""","谢苗 - ""没问题，那么现在我得..."""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_052_ольга.json,A48FA4194F1DF4D9F6B1C58DED9F210F,"Ольга Дмитриевна - ""Иди уж!""","奥尔加·德米特里耶夫娜 - ""咱们上路吧！"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_053_семен.json,3A77AA2D49C6D08F83939B84A2F326E0,"""Я вышел из домика, обошёл его и спрятался в кустах, дожидаясь, пока Ольга Дмитриевна уйдёт.""(важное)","""我走出小屋，躲在屋后的灌木丛中，等着奥尔加·德米特里耶夫娜离开。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_054_семен.json,7C0048174FBC771FDF3866B18F107E2E,"""По правде говоря, у меня не было особых причин так себя вести.""(важное)","""实际上，我找不到这样做的理由。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_055_семен.json,BFEE244E42504364640B29BF47717686,"""Но внутренний голос упорно твердил, что на этой линейке делать нечего.""(важное)","""不过我内心的声音告诉我去集合没有什么可干的。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_056_семен.json,FAA0893244C444F8C9DA57B49AEE85F8,"""Когда вожатая ушла, я вернулся назад в домик и решил дождаться там начала завтрака.""(важное)","""不过我内心的声音告诉我去集合没有什么可干的。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_057_семен.json,71624462433E7CB5CF9625B2E76A38DE,"""Итак, (важное)","""等到辅导员离开以后，我回到了小屋里等着早饭开饭。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_058_семен.json,1418AD0D4531240AAC7093AFA5F47CD8,"участвовать в общественной деятельности сегодня я не планирую.""","""这..."""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_059_семен.json,1536A0BC4E66E12C3FCA2AB976909A05,"Уборка, книги в библиотеке – это совсем не то, чем должен заниматься человек в моём положении.""","""我今天没打算义务劳动什么的。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_060_семен.json,98802148466EA67A4000A0A5939BE38D,"""Однако уже прошло два дня, а я ни на йоту не приблизился к разгадке.""","""扫除整理—我现在的处境可不适合做那种事。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_061_семен.json,B68CBB194C9F276335A221BEF9904C88,"Все местные обитатели казались в целом совершенно нормальными людьми – они не были замешаны в каких-то тайных заговорах, не сотрудничали с инопланетянами и вряд ли подозревали о провалах во времени.""","""已经两天过去了，我却还是一点进展也没有。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_062_семен.json,AC9483B145E89EEB9627D4B04C90CF95,"Конечно, каждый (а скорее даже – каждая) из них не без странностей, но странности эти не выходили за рамки разумного.""","""这里所有的居民看起来都像是普通人，好像并没有什么阴谋，也没有和外星人进行秘密交谈或是掌握什么时间旅行的奥秘。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_063_семен.json,79BDAC914B2E84497B3CC9A18E3842DC,"Более того, встретив любого из здешних пионеров в своём привычном мире, я бы даже не подумал, что с ними что-то не так.""","""诚然，每个人都有自己的特点，不过也都还算正常。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_064_семен.json,B219478E4CA62076E573FBBC196C7FBF,"""Скорее, они показались бы мне куда более нормальными и естественными, чем, скажем, я сам.""","""而且我要真是在现实世界中遇到了这些少先队员，估计也并不会太过惊讶。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_065_семен.json,7CF5DF204BE65FC2B55EC98DDC713320,"Эта линия рассуждений выглядела весьма логичной, нелогичным в ней было лишь отсутствие ответов.""","""感觉他们甚至比我还要正常。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_066_семен.json,DEBE5FA3444434E7997B41941E2966CD,"""Обычные люди в необычном месте.""","""这其中似乎没有什么异常，要说异常就是找不到答案。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_067_семен.json,DAA7186E49667349F6DE2A8D3F3295A1,"Где-то я об этом уже слышал, где-то видел.""","""普通人在一个特殊的地方。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_068_семен.json,A5ED2970411157A19F441CA71BAACB3F,"Десятки пионеров (а может, их куда больше) живут привычной жизнью, занимаются привычными делами изо дня в день и даже не подозревают, что мир вокруг них совсем не такой, каким должен быть.""","""我曾经见识过，不知在哪里..."""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_069_семен.json,607826944548574A123936BF1203E004,Ладно,"""很多个少先队员每天做着差不多的事情，他们不知道外面的世界并不是他们想象的那个样子。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_070_семен.json,7116A1D84C82F3494BAE51806F966D91,Но это – ситуация с их точки зрения,"""好吧。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_071_семен.json,E0547F0D4D0EA6C24A111E815E767461,"Мне же не знаком не только мир лагеря «Совёнок», но и его обитатели, пусть даже по обстоятельствам они и ведут себя так, как по идее и должны.""","""不过这是他们的观点。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_072_семен.json,7ED076A841926DF3310BCDA846667BE8,"""Сейчас необходимо решить один вопрос – имеют ли люди здесь какое-то отношение ко всему, что со мной произошло?(важное)","""我又和他们不熟。虽然他们在这种情况下显得也很正常。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_073_семен.json,67F85DF147097E17841EA49E4D107EC4,"Или, может быть, до истины мне придётся докапываться другим путём?""(важное)","""我需要作出判断：那些人是局中人吗？""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_074_семен.json,056F721D46EBD3705C13ABBD368BFD87,"Или, может быть, до истины мне придётся докапываться другим путём?""","""我能从他们那里得到答案吗？"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_075_семен.json,6CBE82A042E603DD527FA482FBEA53A3,"""Похоже, я несколько переборщил со временем – обычной толпы голодных пионеров возле столовой не наблюдалось.""(важное)","""看来我想多了，食堂这里并没有多少少先队员。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_076_семен.json,DD243C29422F74CB76E39583E9A01095,"""Да и внутри было немноголюдно.""(важное)","""里边也没什么人。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_077_семен.json,07F04C8C4328EBA83DAB2083D7C0D8C4,"""Наверное, большинство детей позавтракало ещё до 9 часов.""","""可能大多数孩子9点之前吃过饭了吧。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_078_семен.json,0F6EF94A45B05D3A0E4B709FAE50D548,"""И хорошо: меньше народу – больше кислороду!""","""那正好，人少清静。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_079_семен.json,35DEEBC74F2C336B85C6999B958E1D32,"""В дальнем углу столовой одиноко сидела Лена и лениво ковыряла вилкой нечто бесформенное, отдалённо напоминающее кашу.""(важное)","""列娜坐在食堂的那头，懒洋洋的用叉子叉着一坨像是粥一样的东西。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_080_семен.json,69B4D996471D0C9A214F468F96B89F25,"""Позавтракать с ней – отличная идея: тихо, спокойно и можно о чём-нибудь поговорить.""(важное)","""和她一起吃饭是个好主意，我们可以安静的聊天。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_081_семен.json,4AA6F0DE4F053F67CD508C970806A276,"""Ну, или хотя бы попытаться.""","""至少可以尝试一下。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_082_семен.json,BDE608784C2DD3D982EBFDB3CA1439B3,"""Я уже было направился в её сторону, как меня кто-то схватил за рукав.""(важное)","""我正要过去，突然有人抓住了我的袖子。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_083_семен.json,988C8CBE46677A5DA6BB469707D81CC9,"""Женя, вчерашняя библиотекарша.""(важное)","""热尼娅，图书管理员。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_084_женя.json,CF908AD64A41DDA94014C7B217260C0B,"Женя - ""Бери завтрак и садись, есть разговор.""","热尼娅 - ""拿着你的饭过来，我们需要谈谈。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_085_женя.json,AAB4A49F4128874FE0605A88A1D825BF,"Женя - ""Чего стоишь?""","热尼娅 - ""你在等什么？"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_086_семен.json,18E0B09A41909B3C8BDDAE921F7898B2,"""Я несколько растерялся.""","""我有点糊涂了。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_087_семен.json,E839F3D44FC519E5C280BDA3D002BF2E,"Семён - ""Извини, но не слишком ли это… резко?""","谢苗 - ""抱歉，这好像...很突然？"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_088_женя.json,4FE8A8A24B1147DECE8CF9AF4D45623F,"Женя - ""А что такого-то? Бери завтрак и садись.""","热尼娅 - ""有什么问题吗？拿好你的饭然后坐下。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_089_семен.json,130F096B4006DC437DDD3B89EEBBD825,"""Похоже, для неё такое поведение совершенно нормально.""","""我看她还觉得自己的行为一点问题没有呢。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_090_1__с_леной\д31_001_семен.json,76468C4A49B62DE4380E5680CFB3EFAD,"""Я был уверен, что Лена не будет против моей компании.""(важное)","""我确定列娜会同意我坐在她旁边的。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_090_1__с_леной\д31_002_женя.json,4A9079A3492AA8A18F96E38E0154854C,"Женя - ""Подожди-ка! Успеешь ещё!""","热尼娅 - ""别走！等一下！"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_090_1__с_леной\д31_003_семен.json,05A85DAF45ED993A2169F2ABD91A44AF,"Семён - ""Извини, давай потом.""","谢苗 - ""抱歉，也许，过一会儿吧。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_090_1__с_леной\д31_004_семен.json,D30340004D6E2EA2C1BAE19278FCB6B0,"Я аккуратно освободил свой рукав от её руки и направился в дальний конец столовой.""(важное)","""我轻轻的挣脱了她的手，开始往食堂的那边走。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_090_1__с_леной\д31_005_семен.json,350D36614B763529220F83A6465DE2B1," ""Женя что-то кричала мне вслед, но я старался не слушать.""(важное)","""热尼娅朝我看着什么，不过我没有在意。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_090_1__с_леной\д31_006_семен.json,54E5556449641CDD861DA9A730D4C729,"Семён - ""Привет, доброе утро!""","谢苗 - ""嗨，早上好！"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_090_1__с_леной\д31_007_семен.json,9A032DE141D6820CD84BA999C29E7A28,"""Лена, услышав крики библиотекарши, уже некоторое время украдкой поглядывала на меня.""","""听到了图书管理员的喊声，列娜偷偷往我这边看了看。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_090_1__с_леной\д31_008_лена.json,EDCFEF4A426425B86081A89C4118786F,"Лена - ""Доброе…""","列娜 - ""早上好..."""
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_090_1__с_леной\д31_009_семен.json,C555C294475EDE7EC9FA608BADC300BC,"""Как ни странно, она не покраснела, а даже улыбнулась.""","""奇怪，这次她没有脸红，而是笑了。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_090_1__с_леной\д31_010_семен.json,3EEF053B40415A77F4A118BB5AFCE65C,"Семён - ""Можно к тебе присесть? Я сейчас сбегаю за завтраком.""(важное)","谢苗 - ""我能和你一起吃饭吗？我马上就把我的那份拿过来。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_090_1__с_леной\д31_011_лена.json,AD24773242FFA1E5B4EF6B87F76155C5,"Лена - ""Да, конечно.""","列娜 - ""好的，当然。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_090_1__с_леной\д31_012_семен.json,342C0AFE444FD9537758CDBD3BC44BA6," ""Через минуту я уже сидел напротив неё с нехитрым набором блюд на подносе: каша овсяная, два яйца варёных, хлеб белый, четыре куска, сосиска варёная, одна штука, компот из непонятного набора фруктов и ягод, один стакан.""(важное)","""一会儿过后我就带着一盘简单的早餐坐在她对面了：一碗粥，两个鸡蛋，四个小面包，香肠，水果饮料，还有一些不知名的水果什么的。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_090_1__с_леной\д31_013_семен.json,3224C662496CD39E0FC732B64CCB2474,"Семён - ""Приятного аппетита!""","谢苗 - ""吃好喝好~"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_090_1__с_леной\д31_014_лена.json,8B57B7C64CE4AF65DA1BE4919E50DABB,"  Лена - ""Спасибо.""","列娜 - ""谢谢。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_090_1__с_леной\д31_015_семен.json,0A590C8241D419069F7F6B997B961E34,"""Я старался есть как можно аккуратнее – не чавкая, не роняя на себя кусочки еды и не обливаясь компотом.""(важное)","""我尽量保持自己的吃相雅观—不发出声音，不把周围弄脏。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_090_1__с_леной\д31_016_семен.json,9E1765DF499D7693773C0B95EF88EA3B,"""Ведь можно же, если захотеть, есть как человек, а не как оголодавший боров!""(важное)","""看起来保持一个人的吃相也不是那么难。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\02_завтрак\д3_090_1__с_леной\д31_017_семен.json,4F4874E0438ECAA42B150E9399A42194,"""Лена, как обычно, молчала, а значит, начинать разговор придётся мне.""","""向平常一样，列娜一言不发，所以只能由我引出话题......"""
